Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.59,St. Martin's Press,Hardcover,440,2015,2015,,2022/03/12,to-read,to-read (#136),to-read,,,,0,0
58438562,Girls Can Kiss Now: Essays,Jill Gutowitz,"Gutowitz, Jill",,"=""1982158506""","=""9781982158507""",0,3.93,Atria Books,Paperback,240,2022,2022,,2022/03/12,to-read,to-read (#135),to-read,,,,0,0
58454255,Truth and Other Lies,Maggie           Smith,"Smith, Maggie",,"=""1645382621""","=""9781645382621""",0,3.73,Ten16 Press,Paperback,356,2022,2022,,2022/03/12,to-read,to-read (#134),to-read,,,,0,0
58310680,Like a Sister,Kellye Garrett,"Garrett, Kellye",,"=""0316256706""","=""9780316256704""",0,3.28,Mulholland Books,Hardcover,336,2022,2022,,2022/03/12,to-read,to-read (#133),to-read,,,,0,0
57693416,The Golden Couple,Greer Hendricks,"Hendricks, Greer",Sarah Pekkanen,"=""125027320X""","=""9781250273208""",0,4.02,St. Martin's Press,Hardcover,336,2022,2022,,2022/03/12,to-read,to-read (#132),to-read,,,,0,0
58836902,My Husband's Fiancee (My Husband's Fiancee #1),Wendy Owens,"Owens, Wendy",,"=""""","=""""",0,4.11,,Kindle Edition,242,2021,2021,,2022/03/12,to-read,to-read (#131),to-read,,,,0,0
58587864,Insomnia,Sarah Pinborough,"Pinborough, Sarah",,"=""0062856847""","=""9780062856845""",0,3.65,William Morrow & Company,Hardcover,322,2022,2022,,2022/03/12,to-read,to-read (#130),to-read,,,,0,0
30654172,"The Vanishing Season (Ellery Hathaway, #1)",Joanna Schaffhausen,"Schaffhausen, Joanna",,"=""1250126045""","=""9781250126047""",0,3.80,Minotaur Books,Hardcover,274,2017,2017,,2022/03/12,to-read,to-read (#128),to-read,,,,0,0
56269163,A Taste for Poison: Eleven Deadly Molecules and the Killers Who Used Them,Neil Bradbury,"Bradbury, Neil",,"=""1250270758""","=""9781250270757""",0,4.13,St. Martin's Press,Hardcover,304,2022,2022,,2022/03/12,to-read,to-read (#127),to-read,,,,0,0
54558756,Queen of the Tiles,Hanna Alkaf,"Alkaf, Hanna",,"=""""","=""""",0,3.77,Salaam Reads / Simon & Schuster Books for Young Readers,Kindle Edition,320,2022,2022,,2022/03/12,to-read,to-read (#126),to-read,,,,0,0
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,"=""0063003058""","=""9780063003057""",0,3.69,William Morrow,Hardcover,360,2022,2022,,2022/03/12,to-read,to-read (#125),to-read,,,,0,0
59345249,The It Girl,Ruth Ware,"Ware, Ruth",,"=""1982155264""","=""9781982155261""",0,3.90,Scout Press,Hardcover,423,2022,2022,,2022/03/12,to-read,to-read (#124),to-read,,,,0,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.38,Ecco,Paperback,378,2012,2011,,2022/03/12,to-read,to-read (#123),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,4.30,Knopf Publishing Group,Hardcover,242,2021,2021,,2022/03/12,to-read,to-read (#122),to-read,,,,0,0
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.62,Bloomsbury USA Childrens,Kindle Edition,626,2016,2016,,2022/03/12,to-read,to-read (#121),to-read,,,,0,0
57701764,Wish You Were Here,Jodi Picoult,"Picoult, Jodi",,"=""1984818414""","=""9781984818416""",0,4.00,Ballantine Books,Hardcover,310,2021,2021,,2022/03/12,to-read,to-read (#120),to-read,,,,0,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",0,4.19,Bloomsbury USA Childrens,Hardcover,432,2015,2015,,2022/03/12,to-read,to-read (#119),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.17,Celadon Books,Hardcover,325,2019,2019,,2022/03/12,to-read,to-read (#118),to-read,,,,0,0
57109107,The Lincoln Highway,Amor Towles,"Towles, Amor",,"=""0735222355""","=""9780735222359""",0,4.26,Viking,Hardcover,576,2021,2021,,2022/03/12,to-read,to-read (#117),to-read,,,,0,0
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.09,Ballantine Books,Hardcover,369,2021,2021,,2022/03/12,to-read,to-read (#116),to-read,,,,0,0
55196813,The Maid,Nita Prose,"Prose, Nita",,"=""""","=""""",0,3.86,Ballantine Books,Hardcover,304,2022,2022,,2022/03/12,to-read,to-read (#115),to-read,,,,0,0
24445517,"Maybe Someday (Maybe, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.16,Atria Books,Kindle Edition,385,2014,2014,,2022/03/12,to-read,to-read (#114),to-read,,,,0,0
34324605,Confess,Colleen Hoover,"Hoover, Colleen",,"=""1501176838""","=""9781501176838""",0,4.20,Atria Books,Paperback,320,2017,2015,,2022/03/12,to-read,to-read (#113),to-read,,,,0,0
25111004,November 9,Colleen Hoover,"Hoover, Colleen",,"=""1501110349""","=""9781501110344""",0,4.29,Atria Books,Paperback,310,2015,2015,,2022/03/12,to-read,to-read (#112),to-read,,,,0,0
17788401,Ugly Love,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.22,Atria Books,Kindle Edition,337,2014,2014,,2022/03/12,to-read,to-read (#111),to-read,,,,0,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""""","=""9781538724743""",0,4.42,Grand Central Publishing,Paperback,336,2021,2018,,2022/03/12,to-read,to-read (#110),to-read,,,,0,0
27362503,It Ends with Us,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.38,Atria Books,Kindle Edition,385,2016,2016,,2022/03/12,to-read,to-read (#109),to-read,,,,0,0
58341222,Reminders of Him,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.52,Montlake,Kindle Edition,335,2022,2022,,2022/03/12,to-read,to-read (#108),to-read,,,,0,0
59230711,Blind Spot,Paula Hawkins,"Hawkins, Paula",,"=""""","=""""",0,3.58,Transworld Digital,Kindle Edition,125,2022,2022,,2022/03/12,to-read,to-read (#107),to-read,,,,0,0
56213354,A Slow Fire Burning,Paula Hawkins,"Hawkins, Paula",,"=""073521123X""","=""9780735211230""",0,3.50,Riverhead Books,Hardcover,307,2021,2021,,2022/03/12,to-read,to-read (#106),to-read,,,,0,0
33151805,Into the Water,Paula Hawkins,"Hawkins, Paula",,"=""0735211205""","=""9780735211209""",0,3.59,Riverhead Books,Hardcover,386,2017,2017,,2022/03/12,to-read,to-read (#105),to-read,,,,0,0
50700802,The Book of Two Ways,Jodi Picoult,"Picoult, Jodi",,"=""""","=""""",0,3.66,Ballantine Books,Kindle Edition,422,2020,2020,,2022/03/12,to-read,to-read (#104),to-read,,,,0,0
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,"=""0735223718""","=""9780735223714""",0,4.72,Viking,ebook,384,2019,2019,,2022/03/12,to-read,to-read (#103),to-read,,,,0,0
58262041,The Tobacco Wives,Adele Myers,"Myers, Adele",,"=""0063082934""","=""9780063082939""",0,3.81,William Morrow & Company,Hardcover,344,2022,2022,,2022/03/12,to-read,to-read (#102),to-read,,,,0,0
36525023,Women & Power: A Manifesto,Mary Beard,"Beard, Mary",,"=""1631494759""","=""9781631494758""",0,4.03,Liveright,Hardcover,115,2017,2017,,2022/03/12,to-read,to-read (#101),to-read,,,,0,0
55169040,We Are the Brennans,Tracey Lange,"Lange, Tracey",,"=""1250796229""","=""9781250796226""",0,3.85,Celadon Books,Hardcover,288,2021,2021,,2022/03/12,to-read,to-read (#100),to-read,,,,0,0
55467800,That Summer,Jennifer Weiner,"Weiner, Jennifer",,"=""1501133543""","=""9781501133541""",0,3.70,Atria Books,Hardcover,432,2021,2021,,2022/03/12,to-read,to-read (#99),to-read,,,,0,0
54508798,The Guncle,Steven  Rowley,"Rowley, Steven",,"=""0525542280""","=""9780525542285""",0,4.18,G.P. Putnam's Sons,Hardcover,326,2021,2021,,2022/03/12,to-read,to-read (#98),to-read,,,,0,0
58698241,The Paper Palace,Miranda Cowley Heller,"Heller, Miranda Cowley",,"=""0593329821""","=""9780593329825""",0,3.87,Riverhead Books,Hardcover,400,2021,2021,,2022/03/12,to-read,to-read (#97),to-read,,,,0,0
54860573,Once There Were Wolves,Charlotte McConaghy,"McConaghy, Charlotte",,"=""1250244145""","=""9781250244147""",0,4.15,Flatiron Books,Hardcover,258,2021,2021,,2022/03/12,to-read,to-read (#96),to-read,,,,0,0
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,"=""0374602603""","=""9780374602604""",0,3.59,"Farrar, Straus and Giroux",Hardcover,356,2021,2021,,2022/03/12,to-read,to-read (#95),to-read,,,,0,0
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",5,4.31,St. Martin's Press,Hardcover,464,2021,2021,2022/03/12,2022/03/12,,,read,Breathtaking from start to finish. Kristin Hannah has a magical way of starting a fire slowly and steadily that roars in your heart by the closing chapters. ,,,1,0
1197158,Whose Names Are Unknown,Sanora Babb,"Babb, Sanora",Lawrence R. Rodgers,"=""0806137126""","=""9780806137124""",0,4.09,University of Oklahoma Press,Paperback,222,2006,2004,,2022/03/12,to-read,to-read (#94),to-read,,,,0,0
619962,And Playing the Role of Herself,K.E.  Lane,"Lane, K.E.",,"=""1932300724""","=""9781932300727""",0,4.24,Regal Crest Enterprises - Yellow Rose Books,Paperback,336,2007,2007,,2021/09/22,to-read,to-read (#93),to-read,,,,0,0
52258,The Price of Salt,Patricia Highsmith,"Highsmith, Patricia",Claire  Morgan,"=""0393325997""","=""9780393325997""",0,4.00,W.W. Norton & Company,Paperback,292,2004,1952,,2021/09/22,to-read,to-read (#92),to-read,,,,0,0
595375,Annie on My Mind,Nancy Garden,"Garden, Nancy",,"=""0374404143""","=""9780374404147""",0,4.01,"Farrar, Straus and Giroux (BYR)",Paperback,234,1992,1982,,2021/09/22,to-read,to-read (#91),to-read,,,,0,0
52079610,The End of Bias: A Beginning,Jessica Nordell,"Nordell, Jessica",,"=""1250186188""","=""9781250186188""",0,4.24,Metropolitan Books,Hardcover,320,2021,2021,,2021/09/22,to-read,to-read (#90),to-read,,,,0,0
53317339,"Last Call: A True Story of Love, Lust, and Murder in Queer New York",Elon Green,"Green, Elon",,"=""1250224357""","=""9781250224354""",0,3.85,Celadon Books,Hardcover,258,2021,2021,,2021/09/22,to-read,to-read (#89),to-read,,,,0,0
45416596,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.47,Washington Square Press,Kindle Edition,398,2017,2017,,2021/09/22,to-read,to-read (#88),to-read,,,,0,0
56238004,The Good Lie,A.R. Torre,"Torre, A.R.",,"=""""","=""""",0,4.22,Thomas & Mercer,Kindle Edition,254,2021,2021,,2021/09/22,to-read,to-read (#87),to-read,,,,0,0
49744485,The Burnout Generation,Anne Helen Petersen,"Petersen, Anne Helen",,"=""""","=""""",0,3.20,Audible Original ,Audible Audio,,2019,2019,,2021/09/22,to-read,to-read (#86),to-read,,,,0,0
29981261,"The Butterfly Garden  (The Collector, #1)",Dot Hutchison,"Hutchison, Dot",,"=""""","=""""",0,4.06,Thomas & Mercer,Kindle Edition,288,2016,2016,,2021/09/22,to-read,to-read (#85),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.38,Avery,Kindle Edition,319,2018,2018,,2021/09/22,to-read,to-read (#84),to-read,,,,0,0
33516773,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,"=""0399587195""","=""9780399587191""",3,4.30,Berkley Books,Paperback,460,2017,2014,,2020/09/27,,,read,,,,1,0
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""0988262592""","=""9780988262591""",1,4.27,IT Revolution Press,Hardcover,345,2013,2013,,2021/01/01,,,read,,,,1,0
54755326,Duty of Care: One NHS Doctor's Story of the COVID-19 Crisis,Dominic Pimenta,"Pimenta, Dominic",,"=""""","=""""",0,4.12,Welbeck Publishing Group Ltd,Kindle Edition,320,2020,2020,,2021/01/02,to-read,to-read (#83),to-read,,,,0,0
43726564,"The Stoic Challenge: A Philosopher's Guide to Becoming Tougher, Calmer, and More Resilient",William B. Irvine,"Irvine, William B.",,"=""0393652491""","=""9780393652499""",0,3.71,W. W. Norton  Company,Hardcover,192,2019,2019,,2021/01/02,to-read,to-read (#82),to-read,,,,0,0
39996759,A Philosophy of Software Design,John Ousterhout,"Ousterhout, John",,"=""1732102201""","=""9781732102200""",0,4.19,Yaknyam Press,Paperback,190,2018,2018,,2021/01/01,to-read,to-read (#81),to-read,,,,0,0
7789280,C# in Depth,Jon Skeet,"Skeet, Jon",,"=""1935182471""","=""9781935182474""",0,4.51,Manning Publications,Paperback,554,2010,2008,,2021/01/01,to-read,to-read (#80),to-read,,,,0,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,,2021/01/01,to-read,to-read (#79),to-read,,,,0,0
85041,Refactoring to Patterns,Joshua Kerievsky,"Kerievsky, Joshua","Martin Fowler, Ralph Johnson","=""0321213351""","=""0785342213355""",0,4.05,Addison-Wesley Professional,Hardcover,400,2004,2004,,2021/01/01,to-read,to-read (#78),to-read,,,,0,0
7003902,97 Things Every Programmer Should Know: Collective Wisdom from the Experts,Kevlin Henney,"Henney, Kevlin",Stephen P. Berczuk,"=""0596809484""","=""9780596809485""",0,3.64,"O'Reilly Media, Inc.",Paperback,258,2010,2010,,2021/01/01,to-read,to-read (#77),to-read,,,,0,0
1032758,The Practice of Programming (Addison-Wesley Professional Computing Series),Brian W. Kernighan,"Kernighan, Brian W.",Rob Pike,"=""020161586X""","=""9780201615869""",0,4.12,Addison-Wesley,Paperback,288,1999,1999,,2021/01/01,to-read,to-read (#76),to-read,,,,0,0
6518085,Pro Git,Scott Chacon,"Chacon, Scott",,"=""1430218339""","=""9781430218333""",0,4.17,Apress,Paperback,290,2009,2009,,2021/01/01,to-read,to-read (#75),to-read,,,,0,0
387190,Test-Driven Development: By Example,Kent Beck,"Beck, Kent",,"=""0321146530""","=""9780321146533""",0,4.09,Addison-Wesley Professional,Paperback,216,2002,2002,,2021/01/01,to-read,to-read (#74),to-read,,,,0,0
41161884,"Write Great Code, Volume 3: Engineering Software",Randall Hyde,"Hyde, Randall",,"=""1593279795""","=""9781593279790""",0,3.50,No Starch Press,Paperback,512,2020,,,2021/01/01,to-read,to-read (#73),to-read,,,,0,0
1063671,"Write Great Code: Volume 2: Thinking Low-Level, Writing High-Level",Randall Hyde,"Hyde, Randall",,"=""1593270658""","=""9781593270650""",0,4.03,Penguin Random House LLC (No Starch),Paperback,642,2006,2006,,2021/01/01,to-read,to-read (#72),to-read,,,,0,0
44949,Write Great Code: Volume 1: Understanding the Machine,Randall Hyde,"Hyde, Randall",,"=""1593270038""","=""9781593270032""",0,3.94,No Starch Press,Paperback,456,2004,2004,,2021/01/01,to-read,to-read (#71),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",1,3.91,Harper,Paperback,212,2016,2016,,2020/09/27,,,read,,,,1,0
45874065,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1984896369""","=""9781984896360""",0,4.36,Delacorte Press,Hardcover,390,2020,2019,,2021/01/01,to-read,to-read (#70),to-read,,,,0,0
44654627,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,"McManus, Karen M.",,"=""0525707964""","=""9780525707967""",0,3.97,Delacorte Press for Young Readers,Hardcover,377,2020,2020,,2021/01/01,to-read,to-read (#69),to-read,,,,0,0
52516332,Clap When You Land,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062882767""","=""9780062882769""",0,4.27,HarperTeen ,Hardcover,432,2020,2020,,2021/01/01,to-read,to-read (#68),to-read,,,,0,0
51792100,A Burning,Megha Majumdar,"Majumdar, Megha",,"=""0525658696""","=""9780525658696""",0,3.74,Knopf Publishing Group,Hardcover,304,2020,2020,,2021/01/01,to-read,to-read (#67),to-read,,,,0,0
51541496,Luster,Raven Leilani,"Leilani, Raven",,"=""0374194327""","=""9780374194321""",0,3.56,"Farrar, Straus and Giroux",Hardcover,227,2020,2020,,2021/01/01,to-read,to-read (#66),to-read,,,,0,0
50214741,The Girl with the Louding Voice,Abi Daré,"Daré, Abi",Ronke Adékoluejo,"=""1524746029""","=""9781524746025""",0,4.45,Dutton Books,Hardcover,371,2020,2020,,2021/01/01,to-read,to-read (#65),to-read,,,,0,0
43557477,The Jane Austen Society,Natalie Jenner,"Jenner, Natalie",,"=""1250248736""","=""9781250248732""",0,3.74,St. Martin's Press,Hardcover,320,2020,2020,,2021/01/01,to-read,to-read (#64),to-read,,,,0,0
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.08,William Morrow,Hardcover,373,2020,2020,,2021/01/01,to-read,to-read (#63),to-read,,,,0,0
45895148,Romance or the End,Elaine Kahn,"Kahn, Elaine",,"=""1593765843""","=""9781593765842""",0,3.68,Soft Skull Press,Paperback,144,2020,2020,,2021/01/01,to-read,to-read (#62),to-read,,,,0,0
44441884,All Along You Were Blooming: Thoughts for Boundless Living,Morgan Harper Nichols,"Nichols, Morgan Harper",,"=""0310454077""","=""9780310454076""",0,4.26,Zondervan,Hardcover,192,2020,2020,,2021/01/01,to-read,to-read (#61),to-read,,,,0,0
52854164,Home Body,Rupi Kaur,"Kaur, Rupi",,"=""1449486800""","=""9781449486808""",0,4.07,Andrews McMeel Publishing,Paperback,192,2020,2020,,2021/01/01,to-read,to-read (#60),to-read,,,,0,0
50706476,Dearly,Margaret Atwood,"Atwood, Margaret",,"=""006303249X""","=""9780063032491""",0,3.75,Ecco,Hardcover,124,2020,2020,,2021/01/01,to-read,to-read (#59),to-read,,,,0,0
50734400,How to Argue With a Racist: What Our Genes Do (and Don't) Say About Human Difference,Adam Rutherford,"Rutherford, Adam",,"=""1615196714""","=""9781615196715""",0,3.92,The Experiment,Hardcover,224,2020,2020,,2021/01/01,to-read,to-read (#58),to-read,,,,0,0
45046690,"The Address Book: What Street Addresses Reveal About Identity, Race, Wealth, and Power",Deirdre Mask,"Mask, Deirdre",,"=""1250134765""","=""9781250134769""",0,4.08,St. Martin's Press,Hardcover,336,2020,2020,,2021/01/01,to-read,to-read (#57),to-read,,,,0,0
45153160,A Black Women's History of the United States,Daina Ramey Berry,"Berry, Daina Ramey",Kali Nicole Gross,"=""0807033553""","=""9780807033555""",0,4.30,Beacon Press,Hardcover,273,2020,2020,,2021/01/01,to-read,to-read (#56),to-read,,,,0,0
51227088,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,"Larson, Erik",,"=""""","=""""",0,4.28,Crown Publishing Group (NY),Hardcover,585,2020,2020,,2021/01/01,to-read,to-read (#55),to-read,,,,0,0
52686687,"Don't Overthink It: Make Easier Decisions, Stop Second-Guessing, and Bring More Joy to Your Life",Anne Bogel,"Bogel, Anne",,"=""1540901106""","=""9781540901101""",0,3.90,Baker Books,Hardcover,224,2020,2020,,2021/01/01,to-read,to-read (#54),to-read,,,,0,0
